# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:08:EB": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:8C:08:EB", "device connection": "BTH00:07:80:8C:08:EB", "sampling rate": 1000, "resolution": [16], "firmware version": 779, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-7-15", "time": "14:1:3.649", "channels": [3], "sensor": ["EDA"], "label": ["CH3"], "column": ["nSeq", "DI", "CH3"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["orange"]}}
# EndOfHeader
0	0	58	
1	0	47	
2	0	32	
3	0	18	
4	0	19	
5	0	19	
6	0	17	
7	0	18	
8	0	18	
9	0	18	
10	0	19	
11	0	18	
12	0	90	
13	0	79	
14	0	71	
15	0	68	
16	0	57	
17	0	43	
18	0	28	
19	0	19	
20	0	18	
21	0	18	
22	0	20	
23	0	17	
24	0	18	
25	0	19	
26	0	18	
27	0	18	
28	0	19	
29	0	18	
30	0	73	
31	0	94	
32	0	90	
33	0	76	
34	0	56	
35	0	37	
36	0	20	
37	0	18	
38	0	18	
39	0	19	
40	0	18	
41	0	17	
42	0	19	
43	0	19	
44	0	18	
45	0	18	
46	0	19	
47	0	92	
48	0	101	
49	0	91	
50	0	72	
51	0	53	
52	0	33	
53	0	18	
54	0	17	
55	0	19	
56	0	19	
57	0	19	
58	0	18	
59	0	17	
60	0	19	
61	0	19	
62	0	18	
63	0	39	
64	0	99	
65	0	98	
66	0	85	
67	0	64	
68	0	48	
69	0	25	
70	0	19	
71	0	18	
72	0	18	
73	0	19	
74	0	19	
75	0	18	
76	0	17	
77	0	19	
78	0	20	
79	0	78	
80	0	105	
81	0	97	
82	0	89	
83	0	79	
84	0	69	
85	0	56	
86	0	25	
87	0	19	
88	0	20	
89	0	18	
90	0	18	
91	0	19	
92	0	17	
93	0	18	
94	0	18	
95	0	84	
96	0	79	
97	0	71	
98	0	69	
99	0	60	
100	0	53	
101	0	48	
102	0	27	
103	0	20	
104	0	19	
105	0	18	
106	0	19	
107	0	19	
108	0	18	
109	0	18	
110	0	18	
111	0	19	
112	0	133	
113	0	77	
114	0	70	
115	0	67	
116	0	57	
117	0	41	
118	0	28	
119	0	18	
120	0	18	
121	0	20	
122	0	18	
123	0	19	
124	0	19	
125	0	18	
126	0	19	
127	0	18	
128	0	18	
129	0	19	
130	0	83	
131	0	96	
132	0	94	
133	0	73	
134	0	56	
135	0	38	
136	0	19	
137	0	20	
138	0	18	
139	0	17	
140	0	18	
141	0	19	
142	0	17	
143	0	19	
144	0	18	
145	0	18	
146	0	18	
147	0	95	
148	0	100	
149	0	90	
150	0	70	
151	0	53	
152	0	32	
153	0	18	
154	0	19	
155	0	19	
156	0	18	
157	0	19	
158	0	19	
159	0	19	
160	0	19	
161	0	18	
162	0	19	
163	0	41	
164	0	98	
165	0	96	
166	0	84	
167	0	63	
168	0	47	
169	0	24	
170	0	18	
171	0	19	
172	0	19	
173	0	20	
174	0	18	
175	0	18	
176	0	18	
177	0	18	
178	0	17	
179	0	123	
180	0	100	
181	0	94	
182	0	84	
183	0	75	
184	0	68	
185	0	52	
186	0	23	
187	0	20	
